"","RERFGC1B_STOMACH","HS746T_STOMACH","LMSU_STOMACH","ECC10_STOMACH","TGBC11TKB_STOMACH","SNU520_STOMACH","GSS_STOMACH","SNU620_STOMACH","ECC12_STOMACH","GSU_STOMACH","FU97_STOMACH","GCIY_STOMACH","SH10TC_STOMACH","MKN1_STOMACH","MKN74_STOMACH","KE39_STOMACH","HGC27_STOMACH","HUG1N_STOMACH","NUGC4_STOMACH","SNU16_STOMACH","NCIN87_STOMACH","OCUM1_STOMACH","SNU5_STOMACH","SNU601_STOMACH","SNU668_STOMACH","NCCSTCK140_STOMACH","SNU719_STOMACH","SNU216_STOMACH","NUGC2_STOMACH","SNU1_STOMACH","AGS_STOMACH","KATOIII_STOMACH","NUGC3_STOMACH","IM95_STOMACH","MKN7_STOMACH","MKN45_STOMACH"
"MMGT1",2437,8776,7123,4149,2473,7421,4582,8565,4898,4507,4629,7807,1891,6714,12608,12092,6169,5746,6552,5012,8542,6001,11054,9765,8107,3996,172,4282,5152,9644,8958,9814,10314,5115,4781,7142
"MMP1",210,56885,420,240,524,4875,21,30432,288,6154,15,136,857,49,95,334,29,19738,31,1017,108,577,1307,4351,23,241,2218,40,5300,27,12221,3562,46334,28,170,131
"MMP10",45,1510,22,0,9,27,0,16,7,61,0,14,1,8,3,29,2,49,1,8,21,18,276,39,6,970,144,3,9508,2,71,6,54,2,17,18
"MMP11",242,105,106,812,407,33,1423,13,1368,58,1687,113,18,275,53,108,8,43,130,180,189,634,73,137,260,724,12,625,580,13,47,234,13,244,210,65
"MMP12",48,19,31,0,3,0,2,2,1,0,0,0,0,6,0,36,4,10,0,0,0,19,2,14,4,211,6,0,924,0,4,4,2,0,14,0
"MMP13",273,56,539,10,73,14,2,26,25,3,1,25,1,658,64,15,0,7,4,2,16,10,28,131,6,721,10,12,5613,5,41,44,132,1,177,20
"MMP14",16976,347021,66416,2237,8210,18548,7152,22766,18762,17613,23959,1760,25349,11215,265,6710,23697,11590,3564,11341,11246,36026,1089,19630,232,107761,30102,24993,203865,358,89798,8934,16627,19910,14840,29966
"MMP15",3009,865,594,3940,7449,50625,958,19423,590,11363,55464,5202,1699,5427,3402,11389,4968,27855,5599,12637,4847,6348,16049,22460,3194,9044,16286,10168,10199,8221,12317,16455,2821,19653,6635,8535
"MMP16",1712,7665,1820,18,44,13,5,8,1126,2,9,1142,50,8987,20,16,10216,6,23,2,39,5,14,10,4,317,8,5853,27,7,17,0,14,0,33,10
"MMP17",687,12,1499,109,25,16,3042,20,2468,2,444,199,290,752,1156,6,13,50,478,8,134,1401,45,18,347,469,171,106,47,23,0,21,113,3,285,180
"MMP19",320,1011,2869,15,29,13,2,10,24,7,255,44,2014,15,535,12,11,81,3,2,9,992,695,193,2,50,11,122,151,7,250,32,228,103,149,201
"MMP2",2034,67,137413,5896,298,109,8134,134,83,12,32,44,434,12427,10,53,2761,189,15,23,175,89,112,182,231,7011,85,240,15177,26,122,29,117,5,181,6
"MMP20",0,6,16,1,5,31,36,3,1,1,0,0,1,1,1,24,2,8,1,0,10,15,13,1,0,4,0,1,4,0,2,4,0,1,2,1
"MMP21",3,1,1,24,0,22,18,8,15,0,1,17,7,2,13,7,0,0,5,3,12,18,5,1,4,9,5,0,4,5,2,0,0,3,0,5
"MMP23B",14,2,2,25,3,4,15,16,14,2,6,3,6,39,3,5,13,7,5,8,21,18,4,50,18,5,9,9,9,11,11,10,11,29,6,11
"MMP24",1742,292,236,10654,49,62,455,130,4851,129,360,7557,626,6685,699,386,95,111,286,116,388,87,451,640,593,240,239,1015,288,115,17074,319,60,67,931,85
"MMP25",108,13,18,344,29,12,118,40,29,11,9,43,22,1783,124,20,31,65,29,15,79,29,34,11,38,343,31,82,165,69,24,28,21,16,169,38
"MMP26",0,0,0,1,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMP28",51,6,8,145,282,2129,52,1761,17,4955,1,56,2,326,2,536,8,871,19,1171,7015,6553,5439,1082,169,203,2107,36,1633,5,16,237,113,7923,112,1106
"MMP3",12,826,1876,14,24,0,2,5,19,0,2,2,4,7,6,4,1,8,1,4,15,32,0,4,10,42,6,3,49,0,8,9,98,3,194,0
"MMP7",37,12,46,15,128,31,41,1399,31,1042,2,33,16,116,5,48869,5,41,7380,1,1864,1765,4658,979,41,80,120,134,86,7,132,343,29,224,2,127
"MMP8",14,10,362,1,6,6,2,10,1,0,0,1,0,0,2,13,0,7,0,0,8,0,9,0,4,17,6,5,0,2,2,0,10,0,2,2
"MMP9",78,99,488,67,0,3,4,1,34,3,2,41,27,115,1211,1,6,0,1,0,10,6,9,1,11,385,6,106,118,6,0,1,3423,1,882,9
"MMRN1",72,7,2,29,35,0,5,1,14,0,1,0,1,2,1,3,2,0,0,0,2,11,0,2,0,7,2,0,0,0,9,8,3,13,0,1
"MMRN2",193,121,133,24,198,182,15,20,537,104,19,177,34,478,454,39,158,37,23,20,307,64,18,120,222,4085,15,53,2992,8,44,56,58,31,32,27
"MMS19",5240,16408,9363,8240,4820,11491,12177,10894,10281,8790,9875,11533,5184,5836,16560,7371,29569,10949,5634,7873,16044,6133,11854,7491,19763,12496,6959,13851,8212,8533,13819,6023,7196,8708,7647,13522
"MMS22L",3232,12004,3246,6385,3026,6252,7179,3547,7220,1390,4454,7018,4728,4071,3118,3065,6851,5647,2064,4239,9320,2439,5286,6012,2953,4497,2994,3572,3336,12760,6716,6244,5159,4706,1594,3247
"MN1",1955,784,528,36,15,14,37,18,26,9,2009,24,3228,527,45,10,379,14,7,16,44,8,39,34,674,9775,6,134,6304,294,31,11,607,1,102,13
"MNAT1",3157,8158,3627,3433,1620,3856,4466,5353,5464,2671,2407,723,4199,2251,5289,3837,4500,2114,1455,3239,5754,3614,3840,3263,3852,5093,1671,6387,3160,5050,5463,2676,4469,2523,4667,5066
"MND1",691,2955,2099,1344,537,1381,1738,1414,1618,469,1028,288,730,1689,996,847,2964,1274,351,1599,3725,1259,1106,1280,964,288,970,1491,800,2975,1455,1318,1517,1638,1090,2268
"MNDA",4,4,0,4,1,6,2,0,0,1,0,2,2,6,16,0,1,0,0,2,13,3,7,7,6,6,3,2,6,0,0,0,11,0,20,27
"MNS1",553,1034,235,1182,443,380,1387,1817,2645,818,528,714,1198,776,85,882,2633,2018,93,943,4365,46,1158,1663,245,435,1375,1228,390,2473,585,12,938,18,384,3801
"MNT",3318,4285,2246,6891,1656,4828,2470,2882,2490,2980,1439,3725,1679,3836,6024,2612,2238,2716,2498,2271,3784,2367,2408,4048,3453,4770,2220,5367,3952,3172,2625,1462,1081,4094,1330,3466
"MNX1",339,2,3,998,233,1746,433,1610,1789,1061,579,600,224,522,295,2378,1324,1649,725,2094,674,1590,1339,1079,1077,206,2980,521,178,1941,333,710,476,2544,168,1602
"MNX1-AS1",324,4,0,646,191,961,796,1056,404,971,359,176,115,173,355,1045,970,581,400,1200,1116,594,1011,576,691,381,1139,196,420,346,90,802,395,1584,240,1416
"MNX1-AS2",11,0,0,24,2,67,12,42,42,36,25,29,4,6,23,48,25,27,19,54,22,38,19,40,18,13,93,21,9,55,14,25,11,61,6,32
"MOAP1",4201,5208,1338,8225,2729,2609,3012,6012,5617,5426,2709,2860,1091,9453,3774,5749,3268,2707,1943,5181,6168,4786,1905,3923,4535,6187,3891,6656,4764,5369,4773,2172,2558,2934,3426,3393
"MOB1A",22206,22297,11364,16507,16863,15819,19907,22527,14677,14219,18336,24909,19478,28164,17899,21902,22210,20465,19762,14103,38582,16376,23320,22390,20913,24030,24340,19027,30600,30339,37881,25941,24675,20388,19054,25161
"MOB1B",4147,9965,4634,6666,119,14,5874,6822,14395,42,4955,10093,3277,5525,6016,7187,4091,903,1616,159,11721,4494,3707,1031,4843,4981,4288,7100,2445,9415,10515,12,3648,58,3435,3103
"MOB2",3881,1110,3053,2515,627,1905,4047,2619,2824,2517,593,600,1904,3474,1848,2110,956,817,1662,1532,2445,2345,2037,3415,1519,3414,1518,3796,3586,1804,2336,900,1769,1734,2532,1108
"MOB3A",3390,5865,5260,6316,731,2716,1908,3038,4688,1937,1515,2834,5221,1969,672,41,4308,2235,865,3869,2564,4059,3910,1814,1835,4354,1021,4691,4837,4164,3162,942,2782,1716,561,2750
"MOB3B",1181,2521,241,20,204,16295,964,17811,1762,5416,985,3174,26,118,7067,314,809,3738,2339,3351,575,9,1927,4269,10,14135,2992,5754,9434,3,3297,4085,1504,12971,10233,1300
"MOB3C",757,2498,1314,1285,1045,1333,686,2559,1255,1436,588,848,636,3503,2061,2050,672,1696,1826,1163,5446,511,1382,1262,1295,1503,2043,3382,3911,1224,917,931,1480,1880,2273,996
"MOB4",5581,7211,4665,10432,3701,9221,12433,9571,8278,4954,7574,3233,8069,8987,16768,12346,5605,7887,8284,6681,16290,5579,11042,12243,8193,16720,4772,6749,7451,15053,10993,7389,14146,6313,5765,9699
"MOBP",2,10,1,13,6,4,13,3,20,7,2,14,4,6,7,11,3,2,11,2,7,4,3,13,6,48,4,4,10,18,5,8,5,0,6,5
"MOCOS",420,4366,4254,259,5344,5391,4047,6238,192,4058,1922,2010,7983,4334,271,2779,15,1892,3906,11327,4616,1450,3956,5728,24879,815,5231,1222,3249,666,1860,3084,3271,8576,898,4418
"MOCS1",1159,55,1357,997,11,6,8,3,2488,0,4117,0,582,3413,6,1093,1136,4,3,12,23,15,11,6,408,1767,1,72,134,3,2374,43,29,3388,29,139
"MOCS2",4846,15453,4002,652,1607,5903,2654,3435,4368,2276,4919,3498,4845,4926,3049,2781,3334,3029,1939,2488,9077,3277,8775,4940,6601,3536,2524,5008,4096,6252,5330,4368,3982,5111,2971,3541
"MOCS3",4867,2537,925,3370,607,966,4763,3728,4764,1667,2461,1152,1478,8260,4198,3958,2058,2459,1939,2457,3585,2049,2297,1996,2064,6924,725,3440,7514,3703,3971,2279,3002,2322,3503,4416
"MOG",8,0,1,12,0,1,0,0,5,3,5,9,43,37,1,0,3,3,32,2,192,0,2,2,6,2,1,3,1,1,0,1,3,0,1,64
"MOGAT1",0,1,0,27,0,0,0,11,5,1,256,0,0,26,0,0,0,2,971,12,4,0,2,1,1,0,0,9,0,0,0,3,1,0,0,1
"MOGAT2",16,6,3,9,2,2715,1,828,20,3980,272,0,4,6,1,3,0,938,83,223,285,1044,7,51,1,14,10,0,4,4,2,17,3,4744,4,2900
"MOGAT3",221,5,3,2,5,1446,0,897,11,736,3206,6,8,4,6,91,2,365,1909,833,91,1176,2277,342,0,35,3371,2,5,2,33,1164,2,1004,5,83
"MOGS",14014,6984,4872,11442,7168,14995,9813,11574,17063,7996,20558,15274,10638,15400,15257,12112,17906,22655,8093,13804,19336,9010,10815,12245,18376,21883,14250,12816,20124,15641,14197,9644,14399,14455,17150,10621
"MOK",833,2644,3241,1998,1622,6995,1825,3315,3533,954,408,4718,4220,2144,1257,1592,11609,1182,864,9898,1312,3018,10959,675,7992,4318,832,11609,1017,1581,1085,1931,1514,848,3623,2289
"MON1A",1258,1226,952,1329,618,3829,600,2546,2218,2840,1233,550,1994,810,908,998,2155,3199,488,1907,2283,1373,3148,2906,1280,2464,791,706,886,1493,885,1162,987,2411,470,2490
"MON1B",8456,7683,4723,4115,4474,10689,3198,10330,7379,7564,9504,5533,4015,5825,5669,6678,8031,5485,5902,9946,14345,7672,6886,7601,11629,11386,8408,11586,14701,9514,9797,6791,2671,8882,2985,5600
"MON2",12817,9487,7827,4912,7246,13062,11012,11575,15575,7589,10757,12709,3590,7495,13250,9134,5016,7864,6971,7779,11822,5635,7120,6024,8170,19866,6731,6069,5954,9597,12507,5865,3679,5617,2867,10508
"MORC2",13531,7766,4372,9866,5720,6365,7399,11452,12892,3991,12932,11740,4318,9129,12887,12001,11156,11763,7884,11772,24706,7445,9138,9937,6074,14879,6635,6484,9135,9554,13747,6597,3184,5422,3797,6962
"MORC2-AS1",22,1,2,6,9,14,14,7,59,9,6,27,1,12,32,17,16,3,36,11,29,17,3,5,17,30,16,14,3,14,14,8,3,17,9,8
"MORC3",4790,8128,4432,2439,3341,4360,5247,5423,4659,4337,3944,5043,4166,4732,5550,3929,3892,3588,2440,3662,4033,4348,3994,5202,6319,13887,3516,5977,2753,6417,8364,3051,5446,4337,3446,4100
"MORC4",9393,10045,1925,1185,3574,11561,9226,16238,1847,3695,1959,6891,2503,1895,4966,10961,1560,6973,3738,5648,5018,15594,20731,13896,3678,6515,8292,489,5886,59,32602,13865,6747,12282,1754,27234
"MORF4L1",54690,47382,29973,38108,12956,44830,43363,32246,48531,26181,116113,12085,51963,41899,56999,30124,39424,26012,17739,24765,84786,27855,29522,45021,32562,85118,15430,40902,39383,39386,71751,42154,35853,30916,35333,39051
"MORF4L2",43643,81690,33782,42266,21574,32830,62751,41576,49515,31157,49202,21961,36083,33637,32301,44776,65376,44084,27656,36582,69155,39684,17542,27412,38619,66413,13118,28769,42741,40327,51434,43482,65578,30219,34341,65726
"MORF4L2-AS1",111,106,36,127,7,47,103,216,98,51,324,188,47,112,36,245,161,248,67,290,186,129,93,75,93,104,96,83,53,115,57,46,137,35,74,131
"MORN1",1937,252,223,693,255,153,388,1037,415,218,205,317,380,1251,1836,466,373,586,374,442,563,182,531,224,294,560,200,676,955,971,155,91,76,356,209,664
"MORN2",1128,1384,1413,1196,345,1284,1205,1117,4129,994,549,286,1197,2041,1700,1822,1117,2607,569,1416,3436,710,1744,1174,940,1934,656,1782,2958,1328,1538,1245,743,821,834,1545
"MORN3",1679,24,2,86,8,10,58,50,128,13,15,35,4,86,479,51,3,33,19,30,106,12,25,37,7,198,5,218,187,7,11,28,42,2,71,41
"MORN4",640,1676,955,1376,17,1159,2905,1548,1227,407,877,827,337,1206,2515,311,1290,964,188,773,869,449,1845,757,430,1501,1007,2836,1740,1428,284,13,1321,868,461,1462
"MORN5",28,15,0,35,0,0,9,5,218,0,0,0,3,22,5,6,1,6,2,1,27,2,2,0,0,3,1,0,28,0,0,0,0,0,7,15
"MOSPD1",1384,5429,2814,1750,1121,108,1521,2657,2089,898,3480,1344,685,7868,8900,5754,795,2078,1349,1723,2385,5763,1258,2788,4821,2557,1236,1649,3721,1682,2732,3259,2538,878,1876,1358
"MOSPD2",2099,5887,1531,1894,4379,1849,3895,5626,3536,1929,2578,3458,3810,5210,5513,4923,1216,1884,1695,3518,4646,1671,2429,1900,4486,6698,2414,2872,3374,1699,3149,3793,6653,2057,2213,1485
"MOSPD3",1734,1944,680,2859,632,1802,783,2566,2085,961,1594,479,827,1894,1122,2266,1334,2169,519,1595,2473,1803,2101,1593,2320,2251,1880,2847,2950,1524,1729,640,1155,1308,895,1327
"MOV10",25000,12798,7739,10140,4586,10728,7320,8820,18275,3606,20189,29280,6458,14572,17721,9757,5715,13836,7427,7088,14609,2375,18245,10481,9623,12755,5172,12688,15894,10835,26267,8176,6538,7907,3613,6314
"MOV10L1",30,2,14,6,39,2,329,4,634,4,58,3,6,12,6,3,15,2,3,8,5,1,133,6,35,8,20,1,139,4,122,11,9,7,3,7
"MOXD1",426,24677,3327,22,73,26,1709,8,18,3,6,12460,4,2678,1,14,465,26,21,15,45,3,332,26,4178,241,16,72,1138,12,11,1,31,8,352,39
"MPC1",1748,4288,651,2357,1387,4974,1416,3686,3533,1086,11026,220,1199,1747,5769,3812,4172,5362,1968,4377,3437,1190,2075,4589,5379,455,1388,2152,3691,1932,2387,5794,2382,4837,2241,2383
"MPC2",4045,2910,1847,1865,1352,9777,1875,3362,6808,2119,12941,3200,964,2684,3429,2614,2427,3957,12400,4617,5419,3452,5543,4108,3369,2201,1788,1729,5653,3881,7163,2922,4037,4217,1681,5429
"MPDU1",4985,13983,11290,4814,2715,9260,5106,5190,5325,2766,8548,1969,4261,5384,5961,7882,6385,8155,4045,3218,7140,8435,5475,12836,8725,6280,4460,3640,11968,12654,16385,14,5836,12794,4509,7487
"MPDZ",8871,13521,2952,18,52,31,32,14,7436,2,15,9,9,27,19,5,355,4,128,2,31,17,54,27,39,5712,10,56,1096,11,31,4,21,3,38,884
"MPEG1",5,0,2,14,17,77,8,12,13,12,0,11,8,17,11,19,0,16,10,18,13,10,2,14,0,26,18,11,11,38,15,2,10,27,13,22
"MPG",1482,2373,1046,1284,1271,3865,2570,3506,2246,2644,4456,989,3473,2581,1832,2260,4133,3208,5476,2925,6008,5182,4524,3482,8065,3767,5305,3625,7895,7182,2056,2191,1438,3647,1568,7
"MPHOSPH10",7764,10210,4041,5735,2924,8579,8660,8504,6045,5742,11228,4072,5202,6080,13129,7399,9511,11019,5734,9508,13985,5082,8309,6986,5064,8463,8403,5555,3969,8731,8507,8803,9707,5912,4797,8435
"MPHOSPH6",3126,6035,3353,910,2226,6008,1464,4962,2756,2695,12433,749,4481,2407,5458,4777,6540,5627,1467,4717,7547,4189,5292,5011,5087,3713,4491,2160,3086,6516,6252,4709,6180,5823,3791,2445
"MPHOSPH8",9492,5642,4444,5282,5031,7250,9561,9361,3858,7144,6861,4585,4132,6824,10177,9083,9792,5772,7193,6587,19975,12530,9513,6920,6914,21338,8948,8550,8960,11058,9113,5010,5888,4884,5665,10790
"MPHOSPH9",4481,13178,6324,5343,6003,4503,7140,3811,4557,8281,6213,10039,3154,6691,3859,5833,5891,8503,3246,5019,5287,2595,10150,4909,2828,1720,3492,3951,1837,12247,3930,2823,7170,5858,2438,4679
"MPI",3244,7552,5101,8912,2304,1420,5123,7779,7026,4189,3975,2073,3176,2261,4637,4575,5053,3497,1900,4882,4161,31501,3481,2167,1838,6351,1343,3317,2155,4232,3355,4945,1905,7147,3919,4550
"MPL",17,10,5,50,13,6,27,18,26,5,7,13,4,11,9,38,13,46,4,39,39,34,18,12,12,5,12,17,9,19,16,23,5,36,9,8
"MPLKIP",4210,4187,1805,6227,2632,7193,5456,6935,3631,4399,4401,1555,3585,2980,6271,4301,7729,4565,4204,6224,7677,2019,9828,4035,6177,12267,3842,4374,9872,4998,2089,4994,6354,4747,5274,5119
"MPND",1593,1061,336,3629,637,5131,929,2200,876,1948,726,293,383,654,231,1585,1780,1580,733,1202,681,2455,1328,1026,1123,1148,1490,1505,1014,1418,1836,519,763,1897,303,1739
"MPO",0,2,42,141,276,173,4,244,169,4,1,2,2,9,3,1,0,1,46,0,401,45,201,226,221,27,184,215,11,1,3,16,326,33,6,0
"MPP1",1778,10146,2809,821,106,114,716,138,579,547,1640,3012,2428,2962,489,1306,1872,75,1500,232,1740,1583,6006,26,5892,1375,814,187,851,9116,591,15,3557,8,1893,1249
"MPP2",5115,2581,324,5211,22,46,1176,133,1059,3,1438,2852,2631,4688,56,2081,5451,38,22,65,2800,12,129,417,1504,12370,674,615,5361,3550,2272,634,17,13,799,409
"MPP3",1006,1368,1741,2094,769,8,2091,1696,56,827,1068,1023,1239,1091,572,481,1352,1419,1446,2212,3455,1148,1503,1540,3912,1266,1638,598,860,1209,1848,1055,805,1100,1215,991
"MPP4",26,4086,62,13,22,6,6,11,10,5,17,2,432,16,39,7,9,3,3,8,16,10,23,8,16,14,6,16,17,6,14,0,13,10,25,4
"MPP7",3009,603,182,547,2603,1105,1349,4937,98,5528,987,3732,109,1067,8627,2750,3716,23,300,2931,10748,234,585,2473,89,4153,1730,387,2249,66,3771,1380,2001,5178,589,1767
"MPPE1",2365,819,1482,1269,569,3998,972,1126,1973,1661,1688,826,879,826,852,1662,1879,2462,1469,2065,3087,1518,1925,1058,1032,4148,1503,1295,2082,1934,1529,1375,501,1556,748,1146
"MPPED1",1960,2,0,21,277,1,5,4,78,1,48,0,1,6,4,0,1,1,0,0,3,3,2,1,296,134,0,5,133,3,0,2,2,137,3,2
"MPPED2",2,5,2,14,4,5,651,0,183,2,1,4,0,1718,1,2,121,0,4,0,3,4,0,12,2,3,0,12,4537,128,6,4,6,0,0,0
"MPRIP",66447,120423,46183,39382,43769,37769,26074,33951,5311,41137,4735,38086,49922,106423,67098,27173,35613,34098,16027,20772,74217,35841,124587,69112,38278,152710,33075,66540,54771,29598,55486,41784,36236,40370,28212,52081
"MPRIP-AS1",18,12,3,16,74,10,3,11,7,7,0,30,11,14,23,10,6,11,3,10,10,5,29,18,8,147,5,10,0,6,2,10,12,7,8,26
"MPST",1997,2228,1834,3710,1501,9428,7029,10133,3941,8705,7885,829,5065,2590,2046,6196,8518,4027,4947,11167,7613,9837,4267,4198,6916,3386,6726,5096,5819,4731,3156,2649,1822,12275,1295,2891
"MPV17",3578,3398,5213,2330,1702,2744,3355,3227,6154,2752,2344,1247,2291,2613,4295,3700,3683,4384,2124,3013,5326,2630,5358,2387,7131,4634,1892,3833,6088,3828,1354,2942,1995,2829,2386,1561
"MPV17L",413,1,25,1838,9,109,2,6,9,759,4563,930,9,1106,4,9,10,3445,89,18,5,234,4321,4,1084,584,5,818,933,4548,4,5,6,7,4,4297
"MPV17L2",3215,3009,1000,3848,690,2632,1163,2657,2632,1197,6242,678,3636,3471,1611,1674,7115,2607,1545,3557,3268,2059,3798,2066,3676,2048,1067,1528,4615,2396,2514,1492,1542,2941,2293,2901
"MPZ",12,32,25,114,42,14,22,47,399,6,1030,16,50,22,7,18,0,99,57,105,20,182,83,38,261,4,53,26,22,7,10,12,122,505,13,27
"MPZL1",17961,14172,14455,17762,12923,20886,13900,20311,8364,7937,50229,24914,11900,13236,21934,12651,20000,16398,17124,12449,36542,16312,16819,20270,24496,22926,14437,11359,29957,16181,43288,11260,22590,15322,14774,19213
"MPZL2",8617,672,14,267,5827,879,2803,7651,59,9813,26378,351,19,473,8312,8790,22,4196,1493,10669,28883,17845,155,6126,4220,32629,4035,15104,4840,36,6670,3192,19648,14512,8469,18986
"MPZL3",2372,922,34,1496,2026,2838,3034,3784,765,3302,7058,418,381,2495,21369,6297,563,4216,2625,5618,6383,3469,442,5204,370,8175,3468,4174,1949,499,5783,5404,3644,2669,2782,9805
"MR1",2945,2878,791,23,44,59,77,427,97,113,382,1938,458,2668,4889,32,2401,704,107,793,5090,312,1288,1424,287,8295,1815,637,19641,1985,2622,46,577,64,668,77
"MRAP2",142,5,8,1082,2,0,470,302,649,9,6,88,1,170,6,3,32,30,162,1577,72,2,45,14,2,67,36,0,67,0,293,10,2,15,6,77
"MRAS",1437,1511,2776,3736,72,26,1386,27,13833,7,561,4119,1516,4813,1565,11,2115,21,957,6,1696,48,334,168,198,1772,7,396,2756,4271,572,3,198,5,382,230
"MRC2",6517,30970,48811,1873,5405,112,336,179,76,49,41,4533,31123,14918,1259,64,28387,115,213,43,4532,94,127,235,9230,1489,39,274,22721,31,25,3628,111,6081,1586,110
"MREG",421,1045,183,775,715,1022,1190,1029,1754,536,570,710,315,484,2448,1390,558,258,511,640,3644,1310,524,862,150,1242,875,990,626,763,1899,834,1542,1179,310,1355
"MRFAP1",29677,54404,28725,37375,8670,33554,20743,45889,66497,19547,47786,13409,31660,42734,38393,32452,40719,26739,19476,19072,49378,25133,53932,22245,37277,34120,18820,33542,58259,66186,54521,31477,26950,30810,20264,20672
"MRFAP1L1",8575,8847,5023,11572,2033,8988,3432,10567,13363,4755,7579,2044,2677,9887,16057,8389,6644,5968,5209,4314,11334,8347,8174,3734,8391,13136,6006,12307,12479,9497,11336,5404,5863,7656,4911,4268
"MRGBP",8073,12980,4312,8276,2932,6045,13336,7817,4553,3634,12223,1270,7315,10790,4900,9668,7208,11334,4056,6144,10188,3697,9075,13381,10465,8765,4263,16176,7412,11381,8715,9293,10400,5981,8044,8110
"MRGPRD",8,0,3,10,0,0,5,3,2,0,5,10,0,8,15,2,4,0,0,0,2,0,0,0,0,1,0,0,0,9,2,2,0,1,1,15
"MRGPRF",27,36,173,52,45,1,23,15,3,17,178,48,403,612,3,20,35,6,30,3,239,37,4,95,24,8,47,5,5,235,1,62,5,27,24,461
"MRGPRX1",22,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,7,1,24,74,4,0
"MRGPRX3",3,5,2,3,0,3,0,3,0,0,1,5,2,1,0,0,1,0,0,0,1,0,4,2,5,0,3,0,69,0,1,0,2,0,1,0
"MRI1",1472,403,1301,4246,1839,2516,1566,3805,5044,972,2403,1667,2205,3722,1439,1732,8784,1085,1535,3220,1986,2200,3517,2223,1786,1846,564,2184,2849,4382,1496,738,1292,3783,1475,1861
"MRM1",1458,513,717,1296,496,2073,1979,4617,899,2297,877,1884,2018,935,414,2177,3547,1336,2092,2911,2931,1843,4503,1735,2558,1106,1267,1124,1771,1595,1609,2243,1026,3100,1334,3295
"MRO",10,2,8,19,0,14,0,88,5,17,107,14,0,0,0,13,351,2,8,2,14,0,5,1,3,38,8,0,7,1,3,8,0,14,0,58
"MROH1",3019,6026,1969,5015,1579,4991,1697,7813,2460,2709,1026,852,1218,5006,4643,5087,207,7524,1742,2744,8785,4297,1237,6219,7000,7164,2679,7617,1523,935,3493,4864,2400,4022,2328,2293
"MROH2A",123,10,5,7,298,1040,3,36,8,26,6,27,128,174,6,159,3,59,82,18,23,15,27,15,2,4,1,10,17,17,104,15,1,1861,5,24
"MROH5",8,6,1,71,0,3,1,0,3,0,0,4,8,0,2,1,0,2,0,1,22,18,0,0,0,0,0,0,1,0,0,0,1,1,0,41
"MROH6",553,154,2511,1097,2311,5816,3182,4621,313,3849,316,668,868,9126,960,6145,1368,5255,3149,1150,12958,523,250,29604,8277,1532,2083,11564,218,1577,1954,7749,8063,9960,778,1361
"MROH7",466,4,4,388,940,322,68,1460,22,2440,125,373,1,179,32,839,11,941,1173,240,1020,2009,2,3,0,1255,580,10,289,9,3,36,3,149,25,15
"MROH8",62,293,59,564,112,58,323,212,41,108,109,28,18,129,53,61,71,122,80,49,45,62,168,104,61,116,269,200,845,200,66,28,43,76,52,150
"MRPL1",2624,3011,2745,2303,1577,4130,4564,4603,2974,3446,6950,627,1832,2772,3624,5632,4900,2164,1721,2767,9556,3202,5160,4730,2665,2029,1449,3506,1261,7170,5236,5251,4200,4129,1867,3141
"MRPL10",6075,5442,3906,6191,2095,5518,9037,7845,8041,8668,10361,5984,5520,9785,4304,12165,9657,4136,11725,7702,15003,5879,11738,5674,8884,10472,7524,8584,9223,7457,5392,7300,4036,6966,3702,9122
"MRPL11",10738,6351,7779,6767,2447,5001,9801,7654,7123,5556,9612,976,4386,5068,3521,10066,13649,8103,3885,9557,14100,5005,13326,8462,3561,4062,4975,10158,8208,8846,5645,5544,9582,6292,8311,17198
"MRPL12",9131,12100,6522,7767,5962,8969,17905,14691,11004,9988,9830,3214,12376,7368,5957,9347,10112,11563,10258,13769,21208,7536,31089,13292,14276,11091,5934,7141,11302,16570,11678,14956,7719,12961,7048,19439
"MRPL13",5432,10416,7604,4997,3012,9649,6717,9467,11679,4917,8947,1082,7738,6045,12846,12805,41384,6975,3249,5526,17003,6830,12459,6391,7842,8765,3083,10001,4337,7307,7125,6981,7871,10084,4231,7403
"MRPL14",4044,6084,6273,4410,2279,11047,3856,7464,5561,4910,8493,698,5635,4630,6446,3043,7801,20368,3989,5306,14837,4791,8083,12563,4753,6907,4050,5609,8629,6345,8252,6226,7846,5765,8772,6387
"MRPL15",7090,22279,7406,7979,3474,10090,7138,15285,6070,7641,6241,2327,7145,4997,4564,14922,11690,11596,5357,6342,6766,8702,9772,6769,10213,11950,4689,10984,5729,7923,8026,9300,8646,10501,5113,4682
"MRPL16",3889,5631,2966,4006,4489,4340,6117,8865,4576,9344,6511,1531,3366,5878,3149,8867,6465,6329,5188,7520,14700,5916,9022,8530,5050,3440,3352,7410,3649,9815,8967,7285,4818,7829,4538,8132
"MRPL17",8733,8579,6162,3988,2522,6094,4371,9832,4192,5853,4321,1453,7164,8266,4920,3692,8753,3697,5856,3653,7287,4954,13509,6604,3438,6887,2143,6452,10029,9368,5234,4528,7424,6673,7476,4056
